,video_id,cluster
2532,WQt4H1Bo0jM,-1
2533,Obe-xxes7zU,3
2534,qGHiq2XcyHU,3
2535,kJdta28q7vg,0
2536,mQce-rSBLyo,0
2537,xJnyGV-Ecsc,3
2538,0_5g5VWMt6I,0
2539,P7I34g11taY,4
2540,du5fyS44DR8,0
2541,7V_AebZFlpo,0
2542,Io-gm1eFsuY,0
2543,Pwjb0q-4hmU,-1
2544,T9NtOa-IITo,0
2545,aGysrU6jIJo,4
2546,yCXm5cgG0UA,0
2547,3eNIXxnS170,-1
2548,YaP8EHXWOwQ,5
2549,UmFwybBiDt0,5
2550,rdlTI9pKK7s,0
2551,_x45I9nPBoU,2
2552,vr26vbRI-W8,-1
2553,29ZQ3TDGgRQ,1
2554,ZErByR36HvM,-1
2555,3Ud-BMOCkDI,-1
2556,UqnqHuXYhow,0
2557,ubjZfepfSzw,-1
2558,G2fqAlgmoPo,-1
2559,lIijYIlIfdY,3
2560,Vosrb7ro9oE,0
2561,fHF22Wxuyw4,-1
2562,oCn3Kc08St8,0
2563,IbGH4TXJmWw,0
2564,cJJ0nN8lquI,3
2565,LNrBcDfUhq0,0
2566,-JlxuQ7tPgQ,-1
2567,SqdjhHNys8c,3
2568,g1aRope4Feo,4
2569,7OkaJhh8Tfs,4
2570,jztwpsIzEGc,1
2571,mp3TS_Me3Kw,5
2572,IyuCwMjNb8M,3
2573,9gKwux0r0KY,-1
2574,X2r4cKduBk4,3
2575,DcEhNsMEbE4,13
2576,kjNH8o91pQE,1
2577,5Vw4DZrMBhg,3
2578,tECZCCGeBcA,-1
2579,rwW2T6BrPPY,-1
2580,uhg4hij2ylc,4
2581,TaOputGR-vY,2
2582,kus6lDotusc,3
2583,2qLN5CamUAs,3
2584,YHnpagQnqZ0,1
2585,0W7KJZuG8es,-1
2586,oHrVEdgInIs,2
2587,Bwde68YfBPg,18
2588,i6TtgHLprZ0,-1
2589,229EZL0xqFQ,3
2590,XoG1IaTgL64,3
2591,cHbVM49j9AA,4
2592,78Js-WmUV4I,-1
2593,7Y6n5zBCzMo,-1
2594,2O3dzzrhpRw,1
2595,tj-4kPIiceA,0
2596,uPbC37UcIAQ,3
2597,FaLHk-pxj4w,4
2598,lMX6YuPrVaM,3
2599,iMfWq3KVTbY,-1
2600,GwIo3gDZCVQ,-1
2601,dafuAz_CV7Q,-1
2602,SFf28Vh6pig,2
2603,Kve_Z8O-eaE,0
2604,uBsed3gGBIs,-1
2605,kQPC4_DsJ8I,0
2606,fGxigPisSFA,0
2607,7ayMKKnMx9U,3
2608,Eg4vYqPoKt4,3
2609,5RdvsoXBqKw,2
2610,VzZ66c-6TkY,16
2611,ffM-DZAedHU,1
2612,XQXqj0-6suw,-1
2613,hSPGSoi59sQ,1
2614,kFGInxJKFWw,-1
2615,6RTJbbAD1uw,0
2616,Hzh7zjOXzCU,14
2617,Od6kJF2bgaA,3
2618,ZdpiYei6m0w,3
2619,tCVXoTV12dE,1
2620,CvZA33qWBZ0,-1
2621,1LLxZ35ru_g,-1
2622,nq8la9qknx8,-1
2623,tjYvx_xidF4,-1
2624,A2XGFqj0WJc,4
2625,ZsM2z0pTbnk,4
2626,T88FRCwsF0w,-1
2627,nnzu0CRL_q4,2
2628,fkx7Yl2XeI0,19
2629,6XLCNoyWt5Q,1
2630,uDaypv0KP_M,0
2631,63Gxpf7uT5o,0
2632,SWjvMcMcFe0,-1
2633,MYWpaNYAo0o,1
2634,yN7ypxC7838,0
2635,XW0YptcgZSk,2
2636,JGsgOpeINrw,3
2637,QQpymSlI2pA,-1
2638,TqU2kkan2yw,3
2639,-JejYdrFh08,0
2640,tPAhZLO6TXg,8
2641,lzGKRSvs5HM,0
2642,wjZofJX0v4M,-1
2643,Sqa8Zo2XWc4,-1
2644,Ra3fv8gl6NE,-1
2645,slYsaoWGNEo,3
2646,j7K5FBCJFDg,1
2647,sjjGSKBVArE,0
2648,m_UvS3Y-ORw,3
2649,l80uyrV1v_w,-1
2650,HqAvt0IYV4g,-1
2651,l5nTlHeqYOQ,-1
2652,oqswdUNXloc,4
2653,-qigKoby7bc,13
2654,z68P6w3Keus,3
2655,DhkZG5191m4,3
2656,yrSHC81kqpw,-1
2657,bS85Hfg-jts,2
2658,_tijHjup-gM,1
2659,fjrhun6vZQg,0
2660,IVs71LPNfrM,-1
2661,fSytzGwwBVw,-1
2662,l3BmfeiX2lc,13
2663,y7AKtWGOPAE,0
2664,5Z9hmN94ZNM,0
2665,ObbTLep4Hxo,3
2666,RybLMl3Qv7Y,2
2667,nuYeZw8m69Q,0
2668,hkagmGAu74Y,1
2669,61rJFFfgBxw,0
2670,K4ZWapj7n64,0
2671,-omc5kDvPyM,0
2672,3PbEgLw6lJ0,25
2673,vljP9-1jT3s,-1
2674,Al4bwR--BgY,0
2675,Izd2qOgOGQI,-1
2676,qaw8Dp7jtT0,-1
2677,I7Uqlv1WX18,3
2678,B2ErLJ_jI_0,14
2679,-cN8sJz50Ng,-1
2680,H6du_pfuznE,0
2681,Am2CWHt3vdI,-1
2682,I9FOswjTSGg,-1
2683,zAfLcKrbSps,1
2684,7ffDUDjwz5E,0
2685,X5FFc-EVz2Y,8
2686,qvbZmxUbGaE,0
2687,hNA9nbGAdLU,3
2688,LIaSxiL0aHc,-1
2689,AKRmdmEaPiY,4
2690,BkedAnQfJ_U,0
2691,Y2FOUg_jo7k,1
2692,DoTpNTrj6d0,0
2693,9gmeVAmsTW4,3
2694,uuh7spVdf0c,-1
2695,_y0N7Eb-1MA,3
2696,e8jbLgXLz4Q,1
2697,Bm6CAjVtrIw,-1
2698,rUWQmB8PKrk,-1
2699,atiYXm7JZv0,-1
2700,plKAsDIiEJo,2
2701,89s3NlyzUgw,0
2702,cyQYhs8QS-U,4
2704,ZQazWxegNm8,0
2705,Fv_LGQKgWi0,2
2706,ay4Dzo8v_sc,4
2707,CkG15bX4z90,-1
2708,Y0JvDPdpU1c,4
2709,-LEtGqNzalc,-1
